MHG,MAG,LMV,LMD,LWS,LUBS,LLS,LWLSS,AggregatedAttendance
0.100755668,-0.653312178,-0.073907285,0.393494898,0.16192502,-0.434670116,-0.305798253,-0.282871795,-0.151869381
0.100755668,0.040063467,-0.073907285,-0.163903061,-0.302844988,0.01759379,-0.305798253,-0.462153846,-0.198084451
0.651133501,0.386751289,0.389139073,-0.442602041,0.16192502,-0.095472186,0.041302621,0.254974359,-0.186251217
-0.449622166,0.040063467,-0.305430464,-0.163903061,0.16192502,0.809055627,-0.305798253,-0.282871795,-0.133691652
-0.449622166,-0.653312178,-0.073907285,-0.442602041,-0.070459984,-0.547736093,1.082605242,1.330666667,-0.102598242
-0.449622166,0.040063467,-0.073907285,-0.163903061,0.16192502,0.469857697,-0.652899126,-0.641435897,-0.065374277
-0.449622166,0.040063467,-0.305430464,0.393494898,0.394310024,-0.32160414,0.388403495,-0.103589744,0.110467979
-1,0.386751289,-0.073907285,0.393494898,-0.535229992,-0.66080207,0.041302621,0.075692308,-0.175387084
0.375944584,-1,0.157615894,0.393494898,-0.070459984,0.01759379,-0.305798253,-0.282871795,0.008413419
-0.724811083,0.040063467,-0.305430464,0.114795918,-0.302844988,-0.32160414,0.041302621,-0.103589744,-0.066145024
-0.724811083,0.040063467,-0.305430464,0.114795918,-0.535229992,-0.095472186,0.041302621,0.43425641,-0.026172438
-0.724811083,0.040063467,-0.305430464,-0.163903061,-0.070459984,-0.434670116,0.388403495,0.972102564,-0.207968148
-0.174433249,1.080126934,0.389139073,-0.442602041,-0.070459984,-0.095472186,0.041302621,-0.282871795,-0.159753953
0.100755668,0.040063467,-0.073907285,0.393494898,-0.535229992,-0.434670116,0.388403495,0.075692308,-0.242878456
-0.449622166,-0.306624355,-0.305430464,-0.163903061,-0.302844988,-0.66080207,0.388403495,0.613538462,-0.357094951
0.100755668,0.386751289,0.157615894,-0.163903061,0.16192502,0.130659767,-0.305798253,-0.282871795,-0.086914107
0.100755668,1.080126934,0.389139073,-0.163903061,0.394310024,-0.095472186,0.388403495,-0.282871795,-0.128154741
-0.174433249,0.040063467,-0.073907285,-0.163903061,0.16192502,0.130659767,-0.305798253,-0.103589744,-0.107268063
-0.174433249,0.040063467,-0.305430464,0.393494898,-0.302844988,-0.547736093,0.388403495,0.075692308,-0.115475669
-0.174433249,0.386751289,-0.073907285,-0.163903061,-0.070459984,-0.095472186,0.041302621,0.075692308,-0.119157969
