"League"	"LID"	"CID"	"Club"	"Season"	"MostHomeGoals"	"MostAwayGoals"	"LargestMarginofVictory"	"LargestMarginofDefeat"	"LongestWinningStreak"	"LongestUnbeatenStreak"	"LongestLosingStreak"	"LongestWinlessStreak"	"LargestAttendance"	"LowestAttendance"	"AverageAttendance"	"AggregatedAttendance"
"479"	"Serie_A"	12	3290	"US_Pescara"	2012	2	2	2	6	2	3	8	19	21317	8308	12493	224887
"480"	"Serie_A"	12	3290	"US_Pescara"	2016	5	3	5	4	1	1	6	24	20088	10062	13540	257269
"481"	"Ligue_1"	9	174	"AS-Monaco"	2001	3	2	3	3	3	4	2	7	18000	2000	8166	122500
"482"	"Ligue_1"	9	174	"AS-Monaco"	2002	6	4	6	2	3	14	2	5	17045	2500	6024	108445
"483"	"Ligue_1"	9	174	"AS-Monaco"	2003	4	4	4	3	3	22	1	3	19000	4000	9294	158000
"484"	"Ligue_1"	9	174	"AS-Monaco"	2004	5	2	3	3	3	10	1	9	17906	5000	11412	194013
"485"	"Ligue_1"	9	174	"AS-Monaco"	2005	4	3	3	2	2	6	2	6	17594	4271	11190	156667
"486"	"Ligue_1"	9	174	"AS-Monaco"	2007	3	4	3	6	4	4	5	9	17368	5000	10078	70546
"487"	"Ligue_1"	9	174	"AS-Monaco"	2008	3	3	3	3	2	4	3	4	14442	5000	8258	156917
"488"	"Ligue_1"	9	174	"AS-Monaco"	2009	4	3	4	4	4	7	3	5	13000	3000	7342	132160
"489"	"Ligue_1"	9	174	"AS-Monaco"	2010	3	4	4	3	2	4	2	6	17046	3000	7343	132185
"490"	"Ligue_1"	9	174	"AS-Monaco"	2013	4	4	3	2	5	11	1	2	16384	1	8593	128895
"491"	"Ligue_1"	9	174	"AS-Monaco"	2014	4	3	3	3	4	11	2	4	13960	5488	7814	148466
"492"	"Ligue_1"	9	174	"AS-Monaco"	2015	4	3	4	5	2	9	2	3	16124	5388	7838	148924
"493"	"Ligue_1"	9	174	"AS-Monaco"	2016	6	7	7	4	12	20	1	1	16049	4319	9428	179134
"494"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2001	5	2	5	3	4	6	1	4	47756	37608	41624	624362
"495"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2002	5	3	5	2	3	6	3	5	45000	33438	38668	734708
"496"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2003	6	2	5	3	5	20	2	3	44162	34175	40098	721778
"497"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2004	3	2	3	3	2	5	3	8	45000	29445	37325	671858
"498"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2005	4	2	3	3	3	10	2	8	43555	35118	40984	532796
"499"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2006	4	3	4	2	2	5	4	10	40000	40000	40000	40000
"500"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2007	3	2	3	3	2	5	2	8	45200	32358	35911	179558
"501"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2008	4	4	3	4	4	7	2	2	45000	4200	36906	701216
"502"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2009	4	5	4	4	3	4	4	6	44788	13000	33169	597047
"503"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2010	4	3	4	2	2	7	2	3	45000	14000	26947	512000
"504"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2011	6	4	5	3	6	12	2	3	46252	35000	41921	628820
"505"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2012	4	4	4	1	5	11	1	3	45432	38102	43238	821540
"506"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2013	5	4	5	2	8	16	1	2	48500	44413	45601	775222
"507"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2014	6	3	6	2	9	17	1	3	46683	44955	45789	869997
"508"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2015	6	9	9	2	9	27	1	1	47844	44807	46159	877038
"509"	"Ligue_1"	9	160	"Paris_Saint_Germain"	2016	5	6	6	3	8	16	1	3	47929	40597	45159	858030
"510"	"Ligue_1"	9	2502	"Nice"	2002	4	3	4	4	3	7	1	7	17000	10406	13772	247912
"511"	"Ligue_1"	9	2502	"Nice"	2003	4	2	4	5	2	9	5	6	15690	9663	11971	227455
"512"	"Ligue_1"	9	2502	"Nice"	2004	3	4	3	4	3	6	2	8	15639	8000	11299	214692
"513"	"Ligue_1"	9	2502	"Nice"	2005	3	4	3	4	3	7	2	7	15050	8776	11760	188171
"514"	"Ligue_1"	9	2502	"Nice"	2007	3	3	3	2	3	11	2	5	14200	9661	11275	78928
"515"	"Ligue_1"	9	2502	"Nice"	2008	3	2	2	2	4	8	2	6	20504	8410	12269	233115
"516"	"Ligue_1"	9	2502	"Nice"	2009	4	3	3	4	4	4	4	11	16123	6000	10002	180036
"517"	"Ligue_1"	9	2502	"Nice"	2010	3	2	2	4	1	7	2	5	18698	6699	9120	173280
"518"	"Ligue_1"	9	2502	"Nice"	2011	3	4	3	3	2	3	3	6	15000	6106	9833	167163
"519"	"Ligue_1"	9	2502	"Nice"	2012	5	4	5	4	3	8	2	5	16356	6533	9896	178141
"520"	"Ligue_1"	9	2502	"Nice"	2013	4	2	4	4	2	5	7	7	35030	14962	24138	386208
"521"	"Ligue_1"	9	2502	"Nice"	2014	3	7	5	5	3	3	4	7	25407	15033	19308	347561
"522"	"Ligue_1"	9	2502	"Nice"	2015	6	4	5	3	4	5	1	4	35596	12828	19192	364650
"523"	"Ligue_1"	9	2502	"Nice"	2016	4	4	4	3	6	12	2	2	33190	16355	22949	436035
"524"	"Ligue_1"	9	167	"Lyon"	2001	4	4	4	3	4	6	1	3	42559	25000	34953	489350
"525"	"Ligue_1"	9	167	"Lyon"	2002	6	4	5	3	3	13	2	3	49300	25000	34294	617301
"526"	"Ligue_1"	9	167	"Lyon"	2003	5	4	5	3	4	11	1	3	39869	30333	35857	609575
"527"	"Ligue_1"	9	167	"Lyon"	2004	5	3	4	1	4	22	1	2	40000	20000	36444	692438
"528"	"Ligue_1"	9	167	"Lyon"	2005	8	4	7	4	5	24	1	3	44410	29168	36676	513468
"529"	"Ligue_1"	9	167	"Lyon"	2007	5	5	5	3	6	10	2	2	40381	30000	37132	222796
"530"	"Ligue_1"	9	167	"Lyon"	2008	3	3	3	3	5	8	2	4	40245	30000	36448	692528
"531"	"Ligue_1"	9	167	"Lyon"	2009	5	4	4	3	4	9	2	5	41000	30000	35600	676405
"532"	"Ligue_1"	9	167	"Lyon"	2010	5	4	5	4	2	13	2	4	45000	26000	34308	651860
"533"	"Ligue_1"	9	167	"Lyon"	2011	4	3	3	3	4	6	2	5	45000	25000	33378	500681
"534"	"Ligue_1"	9	167	"Lyon"	2012	5	4	4	3	3	5	3	5	39939	25186	31941	574944
"535"	"Ligue_1"	9	167	"Lyon"	2013	4	3	4	4	3	7	2	5	39717	23552	34313	583331
"536"	"Ligue_1"	9	167	"Lyon"	2014	5	5	5	3	7	11	3	3	39961	24636	34949	664036
"537"	"Ligue_1"	9	167	"Lyon"	2015	6	4	5	4	3	10	3	6	56696	25658	40324	766170
"538"	"Ligue_1"	9	167	"Lyon"	2016	5	6	6	3	4	4	2	3	57050	28349	39170	744248
"539"	"Ligue_1"	9	176	"Marseille"	2001	4	2	3	4	2	5	3	6	58000	33000	47139	659954
"540"	"Ligue_1"	9	176	"Marseille"	2002	4	3	2	3	3	4	1	3	60000	7000	49396	938537
"541"	"Ligue_1"	9	176	"Marseille"	2003	5	3	5	3	2	5	2	7	60000	43000	49959	849311
"542"	"Ligue_1"	9	176	"Marseille"	2004	3	3	3	2	3	4	2	8	68100	5000	51030	969578
"543"	"Ligue_1"	9	176	"Marseille"	2005	6	3	6	3	2	10	2	6	58000	21000	49365	740484
"544"	"Ligue_1"	9	176	"Marseille"	2007	6	3	5	2	3	8	3	5	58000	37826	53108	424866
"545"	"Ligue_1"	9	176	"Marseille"	2008	4	4	4	3	6	13	1	2	62000	30000	51062	970183
"546"	"Ligue_1"	9	176	"Marseille"	2009	5	5	4	2	7	15	2	2	65800	28965	48980	930634
"547"	"Ligue_1"	9	176	"Marseille"	2010	4	3	4	1	4	9	2	2	65790	45000	52611	999622
"548"	"Ligue_1"	9	176	"Marseille"	2011	3	3	3	2	4	7	5	13	41279	39357	40183	562562
"549"	"Ligue_1"	9	176	"Marseille"	2012	3	2	2	3	6	10	1	3	39773	30634	33473	635993
"550"	"Ligue_1"	9	176	"Marseille"	2013	4	3	3	2	3	8	3	4	44995	35045	38605	579081
"551"	"Ligue_1"	9	176	"Marseille"	2014	4	6	5	2	8	8	4	4	65148	41413	53018	1007351
"552"	"Ligue_1"	9	176	"Marseille"	2015	6	3	6	3	2	11	2	10	61166	19898	42358	804807
"553"	"Ligue_1"	9	176	"Marseille"	2016	5	5	4	4	4	11	2	3	65252	25121	39893	757979
"554"	"Ligue_1"	9	159	"Bordeaux"	2001	3	2	2	2	2	6	3	5	33850	19129	26903	403549
"555"	"Ligue_1"	9	159	"Bordeaux"	2002	4	6	5	2	4	6	2	3	33000	12094	26401	448828
"556"	"Ligue_1"	9	159	"Bordeaux"	2003	3	3	3	5	3	9	2	8	32500	18000	23519	399835
"557"	"Ligue_1"	9	159	"Bordeaux"	2004	5	4	4	4	2	6	2	7	32750	16656	23414	444874
"558"	"Ligue_1"	9	159	"Bordeaux"	2005	3	3	3	2	4	16	1	4	32800	17965	24090	433625
"559"	"Ligue_1"	9	159	"Bordeaux"	2006	3	2	3	3	3	9	2	4	30186	30186	30186	30186
"560"	"Ligue_1"	9	159	"Bordeaux"	2007	4	6	6	5	4	7	1	1	32487	19474	26444	185112
"561"	"Ligue_1"	9	159	"Bordeaux"	2008	4	4	4	3	11	11	1	2	34694	18720	27999	531988
"562"	"Ligue_1"	9	159	"Bordeaux"	2009	4	3	4	2	6	8	3	6	40084	20868	29669	563729
"563"	"Ligue_1"	9	159	"Bordeaux"	2010	3	4	3	4	2	5	2	6	34000	19991	25183	478478
"564"	"Ligue_1"	9	159	"Bordeaux"	2011	2	5	3	3	6	7	2	6	31625	15404	20819	374746
"565"	"Ligue_1"	9	159	"Bordeaux"	2012	4	4	4	4	3	7	4	4	31858	14261	19719	335229
"566"	"Ligue_1"	9	159	"Bordeaux"	2013	5	3	4	3	4	7	2	3	32158	11399	19006	323113
"567"	"Ligue_1"	9	159	"Bordeaux"	2014	4	3	3	5	3	8	2	4	40275	13953	23549	423891
"568"	"Ligue_1"	9	159	"Bordeaux"	2015	4	4	4	5	2	7	2	4	39672	17603	25090	476713
"569"	"Ligue_1"	9	159	"Bordeaux"	2016	5	4	4	4	3	6	3	4	41265	16331	24217	460126
"570"	"Ligue_1"	9	165	"Nantes"	2001	3	2	3	3	3	7	3	10	38002	30000	33513	569737
"571"	"Ligue_1"	9	165	"Nantes"	2002	4	2	3	4	4	7	3	5	36500	25000	32100	609911
"572"	"Ligue_1"	9	165	"Nantes"	2003	4	3	4	3	3	12	3	3	36000	24569	30349	546299
"573"	"Ligue_1"	9	165	"Nantes"	2004	2	2	2	2	3	4	5	8	36500	18000	30050	570952
"574"	"Ligue_1"	9	165	"Nantes"	2005	4	4	3	4	2	3	2	11	37000	20000	29670	504400
"575"	"Ligue_1"	9	165	"Nantes"	2006	2	4	4	4	2	4	3	7	35500	35500	35500	35500
"576"	"Ligue_1"	9	165	"Nantes"	2008	2	2	2	3	2	5	3	9	35993	18000	24072	457377
"577"	"Ligue_1"	9	165	"Nantes"	2013	3	6	4	5	4	4	2	7	36609	19804	27711	443382
"578"	"Ligue_1"	9	165	"Nantes"	2014	2	2	2	4	2	8	3	7	36022	19252	25984	493714
"579"	"Ligue_1"	9	165	"Nantes"	2015	3	2	3	4	3	12	4	4	32611	18851	25105	451905
"580"	"Ligue_1"	9	165	"Nantes"	2016	4	3	3	6	4	4	3	7	32858	17818	23151	439886
"581"	"Ligue_1"	9	178	"St_Etienne"	2004	5	3	5	3	3	15	2	6	241356	27014	41803	794268
"582"	"Ligue_1"	9	178	"St_Etienne"	2005	3	2	3	4	2	9	2	10	35352	21163	29229	526130
"583"	"Ligue_1"	9	178	"St_Etienne"	2006	3	3	3	2	3	3	3	4	30186	30186	30186	30186
"584"	"Ligue_1"	9	178	"St_Etienne"	2007	4	3	4	3	3	10	3	3	34000	23223	29911	239294
"585"	"Ligue_1"	9	178	"St_Etienne"	2008	4	4	4	3	2	3	7	7	35616	22400	29338	557429
"586"	"Ligue_1"	9	178	"St_Etienne"	2009	3	2	3	4	2	3	3	7	35616	2460	25766	489570
"587"	"Ligue_1"	9	178	"St_Etienne"	2010	3	2	3	3	4	6	4	5	35003	19000	25041	450752
"588"	"Ligue_1"	9	178	"St_Etienne"	2011	4	4	4	3	3	6	3	5	23510	18000	20834	250018
"589"	"Ligue_1"	9	178	"St_Etienne"	2012	4	3	4	2	4	14	2	5	26579	18410	22965	436349
"590"	"Ligue_1"	9	178	"St_Etienne"	2013	4	3	4	2	4	9	2	4	37587	19839	30737	491801
"591"	"Ligue_1"	9	178	"St_Etienne"	2014	5	3	5	5	3	11	2	5	39147	26293	32630	587350
"592"	"Ligue_1"	9	178	"St_Etienne"	2015	3	4	3	3	5	6	2	5	39550	24556	30328	576237
"593"	"Ligue_1"	9	178	"St_Etienne"	2016	4	3	4	5	3	6	3	4	37029	20456	27224	490044
"594"	"Ligue_1"	9	169	"Stade-Rennes"	2001	4	3	4	5	2	6	4	8	27000	13754	18001	270023
"595"	"Ligue_1"	9	169	"Stade-Rennes"	2002	5	3	4	3	5	7	3	7	33203	7104	17823	338638
"596"	"Ligue_1"	9	169	"Stade-Rennes"	2003	4	4	4	3	2	3	2	6	22143	14028	17232	310180
"597"	"Ligue_1"	9	169	"Stade-Rennes"	2004	4	2	4	3	2	9	2	4	29164	16555	23378	420813
"598"	"Ligue_1"	9	169	"Stade-Rennes"	2005	4	4	3	6	6	11	5	6	30000	20094	25345	380183
"599"	"Ligue_1"	9	169	"Stade-Rennes"	2006	4	3	3	2	2	10	2	5	22497	22497	22497	22497
"600"	"Ligue_1"	9	169	"Stade-Rennes"	2007	3	3	3	3	3	7	6	6	28124	24411	26194	183359
"601"	"Ligue_1"	9	169	"Stade-Rennes"	2008	4	3	3	4	3	18	2	3	29500	18537	23806	452319
"602"	"Ligue_1"	9	169	"Stade-Rennes"	2009	4	4	4	3	4	6	3	8	28631	17265	22660	430541
"603"	"Ligue_1"	9	169	"Stade-Rennes"	2010	4	3	4	4	5	8	3	8	29002	17504	23568	424238
"604"	"Ligue_1"	9	169	"Stade-Rennes"	2011	5	6	5	4	4	5	3	3	30000	15594	21946	285309
"605"	"Ligue_1"	9	169	"Stade-Rennes"	2012	3	4	2	3	3	4	5	9	28131	13275	18548	333875
"606"	"Ligue_1"	9	169	"Stade-Rennes"	2013	3	5	5	2	2	4	3	4	28831	13202	19769	276767
"607"	"Ligue_1"	9	169	"Stade-Rennes"	2014	6	3	4	4	4	8	3	9	27194	16123	20124	382363
"608"	"Ligue_1"	9	169	"Stade-Rennes"	2015	4	5	3	4	4	6	3	7	29068	18022	23180	440429
"609"	"Ligue_1"	9	169	"Stade-Rennes"	2016	3	2	2	4	2	4	2	10	29054	17016	22688	431080
"610"	"Ligue_1"	9	171	"Guingamp"	2001	4	4	2	4	1	3	4	5	16400	7825	12284	208842
"611"	"Ligue_1"	9	171	"Guingamp"	2002	3	4	4	5	4	9	5	7	18001	10058	14495	260910
"612"	"Ligue_1"	9	171	"Guingamp"	2003	4	3	2	3	2	3	3	5	18002	7000	14402	273651
"613"	"Ligue_1"	9	171	"Guingamp"	2013	5	2	4	4	3	3	5	10	18155	11897	14972	269504
"614"	"Ligue_1"	9	171	"Guingamp"	2014	5	3	4	6	3	5	4	4	17636	12712	14934	283753
"615"	"Ligue_1"	9	171	"Guingamp"	2015	4	3	4	4	3	5	5	5	18363	12737	14804	281281
"616"	"Ligue_1"	9	171	"Guingamp"	2016	5	3	5	4	3	3	3	6	18033	12630	14789	281003
"617"	"Ligue_1"	9	166	"Lille"	2001	3	4	2	4	4	12	2	8	22000	1700	16903	236650
"618"	"Ligue_1"	9	166	"Lille"	2002	3	2	3	4	2	5	4	9	30233	10000	16116	306222
"619"	"Ligue_1"	9	166	"Lille"	2003	2	3	3	3	3	3	3	11	22000	11000	15448	262629
"620"	"Ligue_1"	9	166	"Lille"	2004	8	3	8	3	3	8	1	6	18000	9200	13099	248898
"621"	"Ligue_1"	9	166	"Lille"	2005	4	3	4	2	2	14	1	2	20000	8000	12631	138950
"622"	"Ligue_1"	9	166	"Lille"	2006	4	3	4	3	2	9	3	5	NA	NA	NA	NA
"623"	"Ligue_1"	9	166	"Lille"	2007	5	3	5	3	3	7	2	4	79000	12000	26671	186700
"624"	"Ligue_1"	9	166	"Lille"	2008	3	2	3	2	4	9	3	4	78000	11900	17331	329299
"625"	"Ligue_1"	9	166	"Lille"	2009	4	4	4	3	7	7	2	4	17688	10000	14321	257783
"626"	"Ligue_1"	9	166	"Lille"	2010	6	5	5	2	4	13	2	2	17451	11000	15904	302187
"627"	"Ligue_1"	9	166	"Lille"	2011	4	3	4	2	5	16	1	3	17437	15000	16723	183961
"628"	"Ligue_1"	9	166	"Lille"	2012	5	3	5	2	5	6	2	6	47828	32583	40421	727583
"629"	"Ligue_1"	9	166	"Lille"	2013	3	4	3	2	4	12	2	5	48960	17000	37766	717572
"630"	"Ligue_1"	9	166	"Lille"	2014	3	4	3	5	3	5	3	6	45771	31742	36551	694482
"631"	"Ligue_1"	9	166	"Lille"	2015	4	4	3	3	6	10	2	6	39601	26431	30268	575097
"632"	"Ligue_1"	9	166	"Lille"	2016	4	3	3	4	3	4	4	5	40485	23216	29486	560252
"633"	"Ligue_1"	9	7868	"Angers"	2015	5	3	4	4	3	5	4	7	16381	10166	13501	256530
"634"	"Ligue_1"	9	7868	"Angers"	2016	3	3	3	4	4	5	5	9	15909	9142	11953	227115
"635"	"Ligue_1"	9	179	"Toulouse"	2003	3	2	2	3	2	5	3	10	36982	13310	21722	390996
"636"	"Ligue_1"	9	179	"Toulouse"	2004	3	4	3	4	3	10	8	8	61568	15151	25035	475673
"637"	"Ligue_1"	9	179	"Toulouse"	2005	3	4	3	3	2	8	2	12	28070	14814	19810	297157
"638"	"Ligue_1"	9	179	"Toulouse"	2006	3	3	3	4	3	5	4	4	NA	NA	NA	NA
"639"	"Ligue_1"	9	179	"Toulouse"	2007	2	3	2	2	2	5	2	10	35472	17200	25156	176097
"640"	"Ligue_1"	9	179	"Toulouse"	2008	4	2	3	3	4	12	1	1	36508	13815	21116	401211
"641"	"Ligue_1"	9	179	"Toulouse"	2009	4	3	4	3	2	4	3	4	28352	12152	19188	364583
"642"	"Ligue_1"	9	179	"Toulouse"	2010	3	3	3	2	4	4	4	5	33853	12107	19774	355941
"643"	"Ligue_1"	9	179	"Toulouse"	2011	3	3	3	3	3	6	2	6	32000	5500	21178	296497
"644"	"Ligue_1"	9	179	"Toulouse"	2012	4	4	4	4	2	6	3	4	35012	10431	17739	337058
"645"	"Ligue_1"	9	179	"Toulouse"	2013	5	3	4	5	3	6	2	8	22049	10401	15381	215343
"646"	"Ligue_1"	9	179	"Toulouse"	2014	3	3	3	5	2	4	3	6	20761	9978	15687	298065
"647"	"Ligue_1"	9	179	"Toulouse"	2015	4	3	4	5	2	3	4	13	30178	8883	16318	310050
"648"	"Ligue_1"	9	179	"Toulouse"	2016	4	2	4	4	3	3	4	5	29430	11023	17068	324292
"649"	"Ligue_1"	9	177	"Metz"	2001	3	2	2	3	2	2	4	7	25697	13834	18130	271953
"650"	"Ligue_1"	9	177	"Metz"	2003	5	2	5	2	2	3	3	8	25811	7000	16795	302319
"651"	"Ligue_1"	9	177	"Metz"	2004	3	3	3	4	2	4	3	9	25908	12056	18251	346780
"652"	"Ligue_1"	9	177	"Metz"	2005	2	3	2	4	1	7	6	13	22689	6000	15438	247017
"653"	"Ligue_1"	9	177	"Metz"	2007	4	3	1	4	2	2	6	15	25625	8650	14485	101398
"654"	"Ligue_1"	9	177	"Metz"	2014	3	1	3	4	3	3	5	17	25012	15115	18673	354790
"655"	"Ligue_1"	9	177	"Metz"	2016	3	3	3	7	2	3	4	5	21011	11550	16196	291531
"656"	"Ligue_1"	9	274	"Montpellier"	2001	3	2	3	3	2	8	3	13	17731	8234	12298	184478
"657"	"Ligue_1"	9	274	"Montpellier"	2002	2	3	2	4	2	3	3	10	26096	8000	12959	233262
"658"	"Ligue_1"	9	274	"Montpellier"	2003	4	3	3	5	3	5	7	17	21085	5000	12066	205127
"659"	"Ligue_1"	9	274	"Montpellier"	2009	3	3	3	4	5	5	2	6	29312	13000	18737	337266
"660"	"Ligue_1"	9	274	"Montpellier"	2010	3	2	2	4	2	5	3	5	25519	9000	16076	305455
"661"	"Ligue_1"	9	274	"Montpellier"	2011	5	3	4	3	4	8	1	3	27649	11149	18009	306155
"662"	"Ligue_1"	9	274	"Montpellier"	2012	4	3	4	3	3	5	3	3	26360	14316	16940	304925
"663"	"Ligue_1"	9	274	"Montpellier"	2013	5	4	4	4	3	8	3	9	27717	11596	14755	250842
"664"	"Ligue_1"	9	274	"Montpellier"	2014	4	4	4	4	3	6	2	3	27930	8440	12860	244341
"665"	"Ligue_1"	9	274	"Montpellier"	2015	4	4	4	3	4	6	4	7	27163	9076	12839	243947
"666"	"Ligue_1"	9	274	"Montpellier"	2016	4	3	4	4	2	2	5	6	22217	8960	12355	234763
"667"	"Ligue_1"	9	3170	"Dijon-FCO"	2011	3	3	3	5	2	2	5	9	14764	12303	13600	231207
"668"	"Ligue_1"	9	3170	"Dijon-FCO"	2016	4	3	3	4	1	4	3	8	13416	7828	10126	192401
"669"	"Ligue_1"	9	2927	"Caen"	2004	2	3	2	5	3	4	4	8	21000	15000	19589	372204
"670"	"Ligue_1"	9	2927	"Caen"	2007	5	4	5	5	4	6	3	10	20933	18493	20008	120053
"671"	"Ligue_1"	9	2927	"Caen"	2008	3	2	3	2	1	4	3	13	20945	16665	18921	359515
"672"	"Ligue_1"	9	2927	"Caen"	2010	3	4	4	3	2	5	6	10	21500	11000	16099	305896
"673"	"Ligue_1"	9	2927	"Caen"	2011	3	4	3	3	2	3	4	8	19172	12568	15098	226483
"674"	"Ligue_1"	9	2927	"Caen"	2014	4	4	3	4	4	7	3	9	20501	12767	16990	322820
"675"	"Ligue_1"	9	2927	"Caen"	2015	2	4	3	6	3	4	3	6	20679	15069	17660	335555
"676"	"Ligue_1"	9	2927	"Caen"	2016	3	2	3	6	2	2	3	8	20054	13243	16767	318580
"677"	"Ligue_1"	9	273	"Lorient"	2001	6	3	4	5	1	3	6	9	15990	9000	12639	189587
"678"	"Ligue_1"	9	273	"Lorient"	2007	2	3	2	3	3	8	2	7	14000	10275	12325	73955
"679"	"Ligue_1"	9	273	"Lorient"	2008	3	4	3	2	2	5	3	9	14366	9306	11131	200373
"680"	"Ligue_1"	9	273	"Lorient"	2009	5	3	5	3	2	4	2	5	16537	8000	11982	215684
"681"	"Ligue_1"	9	273	"Lorient"	2010	5	3	4	3	2	10	2	5	18000	12000	15713	298549
"682"	"Ligue_1"	9	273	"Lorient"	2011	3	2	3	4	1	6	4	11	17000	14000	15451	200874
"683"	"Ligue_1"	9	273	"Lorient"	2012	4	3	4	5	4	5	2	7	17395	11934	15048	285918
"684"	"Ligue_1"	9	273	"Lorient"	2013	4	4	4	4	5	7	4	6	16614	12753	15206	243304
"685"	"Ligue_1"	9	273	"Lorient"	2014	4	5	4	4	2	4	4	4	16143	11058	13693	260182
"686"	"Ligue_1"	9	273	"Lorient"	2015	4	3	3	4	3	5	3	5	15599	9067	11993	227868
"687"	"Ligue_1"	9	273	"Lorient"	2016	5	4	4	5	3	3	5	6	15884	8323	11831	224794
"688"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2005	6	3	6	6	4	6	4	10	21840	12000	17126	222649
"689"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2006	5	2	3	3	3	7	3	9	17500	17500	17500	17500
"690"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2007	4	3	3	4	3	7	2	7	19504	17951	18806	131647
"691"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2008	2	3	3	3	3	4	3	9	20609	15500	17850	339168
"692"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2009	5	3	4	4	2	3	3	4	27000	11649	16282	309374
"693"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2010	4	3	4	4	3	5	4	6	20021	13000	15949	303031
"694"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2011	3	3	2	3	4	6	3	10	18802	12093	15144	257452
"695"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2012	3	3	2	4	3	5	6	20	19122	11828	15597	296345
"696"	"Ligue_1"	9	3267	"AS_Nancy_Lorraine"	2016	4	2	4	6	1	4	4	9	20087	15423	17515	332801
"697"	"Ligue_1"	9	173	"Bastia"	2001	3	2	3	7	3	3	3	7	40000	2600	10420	145886
"698"	"Ligue_1"	9	173	"Bastia"	2002	3	2	2	3	3	8	3	11	12000	3000	7259	130665
"699"	"Ligue_1"	9	173	"Bastia"	2003	4	2	3	4	3	3	3	7	13000	3000	6302	119744
"700"	"Ligue_1"	9	173	"Bastia"	2004	3	2	2	3	3	5	4	11	16200	1000	6106	116021
"701"	"Ligue_1"	9	173	"Bastia"	2012	4	4	4	4	3	4	4	5	15669	723	11484	195230
"702"	"Ligue_1"	9	173	"Bastia"	2013	4	3	3	4	2	3	2	5	15425	12241	13704	205563
"703"	"Ligue_1"	9	173	"Bastia"	2014	4	2	2	3	3	9	3	6	16000	10902	12828	230921
"704"	"Ligue_1"	9	173	"Bastia"	2015	3	2	3	4	3	3	4	4	14702	10135	11559	219626
"705"	"Ligue_1"	9	173	"Bastia"	2016	2	3	3	5	2	2	3	13	13122	9139	10362	165802
"706"	"Bundesliga"	10	132	"Bayern_Munich"	2000	6	3	4	1	5	8	2	3	NA	NA	NA	NA
"707"	"Bundesliga"	10	132	"Bayern_Munich"	2001	6	5	6	4	9	13	1	7	69000	28000	52941	9e+05
"708"	"Bundesliga"	10	132	"Bayern_Munich"	2002	6	6	5	2	6	17	2	3	69000	40000	52470	892000
"709"	"Bundesliga"	10	132	"Bayern_Munich"	2003	5	6	6	2	3	10	2	2	71000	32000	55470	943000
"710"	"Bundesliga"	10	132	"Bayern_Munich"	2004	6	4	5	3	9	9	1	2	63000	37000	53294	906000
"711"	"Bundesliga"	10	132	"Bayern_Munich"	2005	5	5	4	3	6	19	1	2	69000	56000	67214	941000
"712"	"Bundesliga"	10	132	"Bayern_Munich"	2006	5	4	4	3	3	6	2	3	69000	69000	69000	138000
"713"	"Bundesliga"	10	132	"Bayern_Munich"	2007	5	4	5	2	5	10	1	3	69000	69000	69000	552000
"714"	"Bundesliga"	10	132	"Bayern_Munich"	2008	5	3	4	4	5	10	2	2	69000	63000	68647	1167000
"715"	"Bundesliga"	10	132	"Bayern_Munich"	2009	7	5	7	1	9	19	2	3	69000	69000	69000	1173000
"716"	"Bundesliga"	10	132	"Bayern_Munich"	2010	6	8	7	2	3	9	2	2	69000	69000	69000	1173000
"717"	"Bundesliga"	10	132	"Bayern_Munich"	2011	7	6	7	2	6	8	2	2	69000	69000	69000	1173000
"718"	"Bundesliga"	10	132	"Bayern_Munich"	2012	9	6	7	1	14	25	1	1	71000	71000	71000	1207000
"719"	"Bundesliga"	10	132	"Bayern_Munich"	2013	5	7	7	3	19	27	2	3	71137	71000	71008	1207137
"720"	"Bundesliga"	10	132	"Bayern_Munich"	2014	8	6	8	3	8	17	3	3	75000	71000	72882	1239000
"721"	"Bundesliga"	10	132	"Bayern_Munich"	2015	5	3	5	2	10	14	1	1	75000	75000	75000	1275000
