"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta[773]",0.134172832236364,0.1318795,0.126529238477214,10260.1,0.95,0.0719058,0.200563,NA,NA,NA,NA,NA,NA,NA
"theta[774]",0.129273936363636,0.126897,0.12413054352634,11000,0.95,0.0622342,0.196914,NA,NA,NA,NA,NA,NA,NA
"theta[775]",0.262714421545455,0.262251,0.262623336181744,12862.7,0.95,0.224329,0.300969,NA,NA,NA,NA,NA,NA,NA
"theta[776]",0.214006551272727,0.2139785,0.213961994323709,11000,0.95,0.17962,0.245029,NA,NA,NA,NA,NA,NA,NA
"theta[777]",0.123096231045455,0.121012,0.116434541185899,11000,0.95,0.0606862,0.1895,NA,NA,NA,NA,NA,NA,NA
"theta[778]",0.128675005472727,0.126567,0.120940565179012,10701.2,0.95,0.062002,0.199291,NA,NA,NA,NA,NA,NA,NA
"theta[779]",0.127678858454545,0.125542,0.123981282714388,10441.6,0.95,0.0615805,0.196645,NA,NA,NA,NA,NA,NA,NA
"theta[780]",0.227628650363636,0.2274355,0.226106919332602,11339.3,0.95,0.192983,0.26169,NA,NA,NA,NA,NA,NA,NA
"theta[781]",0.120102106554545,0.118704,0.111451544887056,9665.7,0.95,0.067626,0.17188,NA,NA,NA,NA,NA,NA,NA
"theta[782]",0.128954145636364,0.126207,0.122317278740796,11000,0.95,0.0655021,0.199708,NA,NA,NA,NA,NA,NA,NA
"theta[783]",0.123281203727273,0.12169,0.116675497681687,10500.7,0.95,0.0650635,0.180059,NA,NA,NA,NA,NA,NA,NA
"theta[784]",0.233352538454545,0.2331435,0.229134947374412,11000,0.95,0.19786,0.269378,NA,NA,NA,NA,NA,NA,NA
"theta[785]",0.263068242545455,0.262613,0.265250466797808,10656.1,0.95,0.220512,0.308197,NA,NA,NA,NA,NA,NA,NA
"theta[786]",0.123343725327273,0.1207175,0.116947114938718,11000,0.95,0.0608674,0.193632,NA,NA,NA,NA,NA,NA,NA
"theta[787]",0.274454823909091,0.2741165,0.273054819314421,11451.7,0.95,0.238056,0.311199,NA,NA,NA,NA,NA,NA,NA
"theta[788]",0.243216758545455,0.242588,0.241071880983575,11373.2,0.95,0.186723,0.300453,NA,NA,NA,NA,NA,NA,NA
"theta[789]",0.249908631545455,0.2495775,0.249058912453938,9970.1,0.95,0.217998,0.283151,NA,NA,NA,NA,NA,NA,NA
"theta[790]",0.124532147972727,0.122323,0.119761125318175,11000,0.95,0.0580265,0.18981,NA,NA,NA,NA,NA,NA,NA
"theta[791]",0.117831227609091,0.116366,0.116851291147063,11000,0.95,0.0662358,0.177802,NA,NA,NA,NA,NA,NA,NA
"theta[792]",0.229197661818182,0.2292645,0.229904226502357,10901.6,0.95,0.191134,0.268669,NA,NA,NA,NA,NA,NA,NA
"theta[793]",0.235062265727273,0.2343525,0.237487512697602,10660.3,0.95,0.171368,0.30033,NA,NA,NA,NA,NA,NA,NA
"theta[794]",0.262762193909091,0.2620605,0.259871481821394,11000,0.95,0.221778,0.305912,NA,NA,NA,NA,NA,NA,NA
"theta[795]",0.118272451363636,0.1168255,0.118145048879587,11801.6,0.95,0.0661239,0.177371,NA,NA,NA,NA,NA,NA,NA
"theta[796]",0.250485178090909,0.2504785,0.250915083179382,11000,0.95,0.219162,0.281216,NA,NA,NA,NA,NA,NA,NA
"theta[797]",0.1271614067,0.1245965,0.118088887181747,11000,0.95,0.0633321,0.198159,NA,NA,NA,NA,NA,NA,NA
"theta[798]",0.128750590672727,0.125927,0.118514391714971,11000,0.95,0.0629813,0.200256,NA,NA,NA,NA,NA,NA,NA
"theta[799]",0.231386160545455,0.231136,0.229615301191839,11000,0.95,0.195515,0.267853,NA,NA,NA,NA,NA,NA,NA
"theta[800]",0.262850680727273,0.2624025,0.263778908084746,11000,0.95,0.205956,0.31885,NA,NA,NA,NA,NA,NA,NA
"theta[801]",0.127663185081818,0.125305,0.124103633560295,11000,0.95,0.0600466,0.194219,NA,NA,NA,NA,NA,NA,NA
"theta[802]",0.259026117727273,0.2585175,0.256562193308367,11000,0.95,0.224031,0.293743,NA,NA,NA,NA,NA,NA,NA
"theta[803]",0.230676465672727,0.2300875,0.233752926158472,11000,0.95,0.168415,0.299423,NA,NA,NA,NA,NA,NA,NA
"theta[804]",0.234863773727273,0.2342205,0.229978728850806,11000,0.95,0.181691,0.286188,NA,NA,NA,NA,NA,NA,NA
"theta[805]",0.263615583,0.2632,0.258889611552696,11559.6,0.95,0.226542,0.302286,NA,NA,NA,NA,NA,NA,NA
"theta[806]",0.135519253918182,0.1325965,0.130199648511944,10340.1,0.95,0.0683915,0.207639,NA,NA,NA,NA,NA,NA,NA
"theta[807]",0.240021121181818,0.2398235,0.238151443927263,11000,0.95,0.204137,0.275436,NA,NA,NA,NA,NA,NA,NA
"theta[808]",0.290515963363636,0.2902445,0.290333443642501,10886,0.95,0.258849,0.320763,NA,NA,NA,NA,NA,NA,NA
"theta[809]",0.258898097363636,0.2587405,0.258430689594568,11000,0.95,0.227698,0.288532,NA,NA,NA,NA,NA,NA,NA
"theta[810]",0.252663127909091,0.252139,0.25042954907923,11000,0.95,0.208669,0.297964,NA,NA,NA,NA,NA,NA,NA
"theta[811]",0.241702236818182,0.2409045,0.23890249537394,11000,0.95,0.189744,0.293767,NA,NA,NA,NA,NA,NA,NA
"theta[812]",0.114057506318182,0.112037,0.108227204127896,10667.8,0.95,0.0538873,0.176414,NA,NA,NA,NA,NA,NA,NA
"theta[813]",0.133685891409091,0.1308685,0.125424730397394,11000,0.95,0.0700564,0.204367,NA,NA,NA,NA,NA,NA,NA
"theta[814]",0.235791089545455,0.2353535,0.238244124933979,11000,0.95,0.194795,0.279369,NA,NA,NA,NA,NA,NA,NA
"theta[815]",0.249812165545455,0.2496635,0.245604160902782,11000,0.95,0.211628,0.286497,NA,NA,NA,NA,NA,NA,NA
"theta[816]",0.265990691,0.2652325,0.261476894393103,11000,0.95,0.22114,0.31031,NA,NA,NA,NA,NA,NA,NA
"theta[817]",0.124690360154545,0.1227895,0.114989289428749,11000,0.95,0.0611553,0.191716,NA,NA,NA,NA,NA,NA,NA
"theta[818]",0.121282807136364,0.1192395,0.115639235140272,9779.7,0.95,0.0592784,0.187448,NA,NA,NA,NA,NA,NA,NA
"theta[819]",0.244276775454545,0.2438425,0.241895059588733,10477.4,0.95,0.208571,0.276908,NA,NA,NA,NA,NA,NA,NA
"theta[820]",0.229257336,0.2292295,0.226835366802671,11000,0.95,0.19828,0.259642,NA,NA,NA,NA,NA,NA,NA
"theta[821]",0.128184507518182,0.125191,0.118334988114337,10649.3,0.95,0.0615352,0.198243,NA,NA,NA,NA,NA,NA,NA
"theta[822]",0.256947384636364,0.2567705,0.258705806733629,11000,0.95,0.218875,0.293505,NA,NA,NA,NA,NA,NA,NA
"theta[823]",0.259232373272727,0.2586325,0.256405645048566,11000,0.95,0.2073,0.309188,NA,NA,NA,NA,NA,NA,NA
"theta[824]",0.203979676090909,0.2036255,0.200931757121644,11000,0.95,0.163902,0.245884,NA,NA,NA,NA,NA,NA,NA
"theta[825]",0.223629449545455,0.22388,0.225493081965549,11000,0.95,0.175246,0.270063,NA,NA,NA,NA,NA,NA,NA
"theta[826]",0.274435430090909,0.273987,0.273099878644471,9690.2,0.95,0.235902,0.313375,NA,NA,NA,NA,NA,NA,NA
"theta[827]",0.253269033818182,0.2524725,0.254042364898711,11000,0.95,0.192626,0.314759,NA,NA,NA,NA,NA,NA,NA
"theta[828]",0.234335628818182,0.233622,0.231310486651732,10931.7,0.95,0.167501,0.297219,NA,NA,NA,NA,NA,NA,NA
"theta[829]",0.258998360727273,0.2587465,0.259071102421333,11000,0.95,0.22855,0.290586,NA,NA,NA,NA,NA,NA,NA
"theta[830]",0.212063926454545,0.2115615,0.208344430048146,11000,0.95,0.177138,0.249256,NA,NA,NA,NA,NA,NA,NA
"theta[831]",0.275572918272727,0.2753795,0.275777571198932,11000,0.95,0.244575,0.309205,NA,NA,NA,NA,NA,NA,NA
"theta[832]",0.245768367363636,0.245326,0.245994766379814,11000,0.95,0.185892,0.305786,NA,NA,NA,NA,NA,NA,NA
"theta[833]",0.122433945963636,0.120046,0.114207619450491,10534.3,0.95,0.0598364,0.190781,NA,NA,NA,NA,NA,NA,NA
"theta[834]",0.276018391454545,0.2757375,0.27447583027016,11000,0.95,0.246449,0.307701,NA,NA,NA,NA,NA,NA,NA
"theta[835]",0.128804769027273,0.1259795,0.119803532312037,11000,0.95,0.0632654,0.199306,NA,NA,NA,NA,NA,NA,NA
"theta[836]",0.240844519272727,0.2405065,0.24113836258141,11000,0.95,0.192886,0.289508,NA,NA,NA,NA,NA,NA,NA
"theta[837]",0.231045810272727,0.2309845,0.233036615305445,11000,0.95,0.188084,0.275044,NA,NA,NA,NA,NA,NA,NA
"theta[838]",0.1289934716,0.1264155,0.119653411081632,11000,0.95,0.0642302,0.200725,NA,NA,NA,NA,NA,NA,NA
"theta[839]",0.178646195990909,0.1765415,0.176763079575694,8179.2,0.95,0.116342,0.249028,NA,NA,NA,NA,NA,NA,NA
"theta[840]",0.227722474272727,0.2276445,0.22694970829909,11000,0.95,0.197056,0.25969,NA,NA,NA,NA,NA,NA,NA
"theta[841]",0.1581898593,0.1553135,0.148544310232366,9653.3,0.95,0.0939171,0.225952,NA,NA,NA,NA,NA,NA,NA
"theta[842]",0.127122833854545,0.1251205,0.126546858502558,11000,0.95,0.0660728,0.194616,NA,NA,NA,NA,NA,NA,NA
"theta[843]",0.252351029363636,0.251705,0.249854956650575,11000,0.95,0.205932,0.30099,NA,NA,NA,NA,NA,NA,NA
"theta[844]",0.274704230363636,0.274687,0.275872976760249,11000,0.95,0.246055,0.302468,NA,NA,NA,NA,NA,NA,NA
"theta[845]",0.237006696545455,0.2367625,0.236158609889454,11492.2,0.95,0.202656,0.272151,NA,NA,NA,NA,NA,NA,NA
"theta[846]",0.127158955245455,0.125021,0.119341681384704,11000,0.95,0.0639746,0.195944,NA,NA,NA,NA,NA,NA,NA
"theta[847]",0.260196343,0.2597455,0.258435892249553,11000,0.95,0.224614,0.296278,NA,NA,NA,NA,NA,NA,NA
"theta[848]",0.267244001272727,0.267233,0.269218938441366,9745.6,0.95,0.239347,0.296941,NA,NA,NA,NA,NA,NA,NA
"theta[849]",0.252395046909091,0.252232,0.250367727711737,11000,0.95,0.217993,0.282496,NA,NA,NA,NA,NA,NA,NA
"theta[850]",0.253660037272727,0.253934,0.257252840585914,11000,0.95,0.208142,0.298117,NA,NA,NA,NA,NA,NA,NA
"theta[851]",0.219016712818182,0.218557,0.217778973765481,10425.2,0.95,0.162572,0.273328,NA,NA,NA,NA,NA,NA,NA
"theta[852]",0.128640839618182,0.1261145,0.11838175986289,11000,0.95,0.0638762,0.198243,NA,NA,NA,NA,NA,NA,NA
"theta[853]",0.251944284818182,0.251587,0.250143599827298,11000,0.95,0.218853,0.285003,NA,NA,NA,NA,NA,NA,NA
"theta[854]",0.275605652545455,0.275282,0.274787726706515,10271.4,0.95,0.241405,0.309365,NA,NA,NA,NA,NA,NA,NA
"theta[855]",0.243250047181818,0.242914,0.243914786510458,9496.6,0.95,0.186829,0.302128,NA,NA,NA,NA,NA,NA,NA
"theta[856]",0.240578336,0.2401605,0.234703447092855,11000,0.95,0.20215,0.278772,NA,NA,NA,NA,NA,NA,NA
"theta[857]",0.261935121545455,0.2615115,0.259527597374889,11000,0.95,0.226718,0.296716,NA,NA,NA,NA,NA,NA,NA
"theta[858]",0.23603149,0.2357215,0.234457727340762,11000,0.95,0.198331,0.272911,NA,NA,NA,NA,NA,NA,NA
"theta[859]",0.252118529,0.252187,0.252043872719719,11000,0.95,0.207245,0.297155,NA,NA,NA,NA,NA,NA,NA
"theta[860]",0.253044857454545,0.2525245,0.250961147114111,11000,0.95,0.209685,0.295039,NA,NA,NA,NA,NA,NA,NA
"theta[861]",0.133974604372727,0.13144,0.12989514847066,11000,0.95,0.0676823,0.20277,NA,NA,NA,NA,NA,NA,NA
"theta[862]",0.238076162363636,0.2381275,0.240000679330438,11000,0.95,0.187558,0.291752,NA,NA,NA,NA,NA,NA,NA
"theta[863]",0.143485655472727,0.1401965,0.134729596401222,11000,0.95,0.076648,0.216239,NA,NA,NA,NA,NA,NA,NA
"theta[864]",0.233145060818182,0.232833,0.229399767840693,11549.5,0.95,0.189883,0.276626,NA,NA,NA,NA,NA,NA,NA
"theta[865]",0.240968391454545,0.24073,0.241129338932717,10554.3,0.95,0.204897,0.274557,NA,NA,NA,NA,NA,NA,NA
"theta[866]",0.137897204672727,0.1350215,0.130327160411651,10768.9,0.95,0.074067,0.20662,NA,NA,NA,NA,NA,NA,NA
"theta[867]",0.257821800909091,0.2574,0.256238286279651,10662.4,0.95,0.209581,0.305614,NA,NA,NA,NA,NA,NA,NA
"theta[868]",0.215201685090909,0.2150715,0.217709348441342,11000,0.95,0.166058,0.265986,NA,NA,NA,NA,NA,NA,NA
"theta[869]",0.246690345818182,0.2460845,0.245718332940948,11000,0.95,0.191445,0.301481,NA,NA,NA,NA,NA,NA,NA
"theta[870]",0.306095293454545,0.305834,0.305183045470779,11000,0.95,0.273396,0.340106,NA,NA,NA,NA,NA,NA,NA
"theta[871]",0.263577468909091,0.2635095,0.264348208194575,10915.2,0.95,0.232874,0.2959,NA,NA,NA,NA,NA,NA,NA
"theta[872]",0.265934880818182,0.265268,0.265834634009783,11000,0.95,0.224319,0.30929,NA,NA,NA,NA,NA,NA,NA
"theta[873]",0.112931978690909,0.1114345,0.107286348307073,8563.8,0.95,0.0543736,0.173052,NA,NA,NA,NA,NA,NA,NA
"theta[874]",0.258003501,0.257424,0.254780802543265,11000,0.95,0.216666,0.301643,NA,NA,NA,NA,NA,NA,NA
"theta[875]",0.229794861818182,0.2298555,0.231045780588861,11397.1,0.95,0.199587,0.259491,NA,NA,NA,NA,NA,NA,NA
"theta[876]",0.249974049545455,0.2498255,0.250187547329219,11000,0.95,0.220805,0.280899,NA,NA,NA,NA,NA,NA,NA
"theta[877]",0.271926979818182,0.2716865,0.272332679089379,12133.2,0.95,0.242388,0.299838,NA,NA,NA,NA,NA,NA,NA
"theta[878]",0.228478626181818,0.2280785,0.225395830031936,10443.6,0.95,0.181565,0.271449,NA,NA,NA,NA,NA,NA,NA
"theta[879]",0.253759689454545,0.253479,0.254054989875557,11000,0.95,0.21856,0.291972,NA,NA,NA,NA,NA,NA,NA
"theta[880]",0.235970007727273,0.2360825,0.238345695287309,11084.2,0.95,0.194987,0.273556,NA,NA,NA,NA,NA,NA,NA
"theta[881]",0.246180195545455,0.2456465,0.241059734669714,11000,0.95,0.203676,0.289253,NA,NA,NA,NA,NA,NA,NA
"theta[882]",0.229235147,0.229087,0.228137674013104,11000,0.95,0.188537,0.270956,NA,NA,NA,NA,NA,NA,NA
"theta[883]",0.227559187090909,0.2275065,0.227945660626524,11000,0.95,0.183688,0.274068,NA,NA,NA,NA,NA,NA,NA
"theta[884]",0.248271976727273,0.248632,0.251683261170724,11401.8,0.95,0.20462,0.290545,NA,NA,NA,NA,NA,NA,NA
"theta[885]",0.144448293781818,0.1412995,0.134558695205898,10337.2,0.95,0.079337,0.218673,NA,NA,NA,NA,NA,NA,NA
"theta[886]",0.252004651636364,0.2519905,0.253084749168916,11000,0.95,0.194563,0.303423,NA,NA,NA,NA,NA,NA,NA
"theta[887]",0.262176932272727,0.2618705,0.260418640373588,11374,0.95,0.231299,0.292773,NA,NA,NA,NA,NA,NA,NA
"theta[888]",0.124544912981818,0.122336,0.117698142130657,11000,0.95,0.0571166,0.188705,NA,NA,NA,NA,NA,NA,NA
"theta[889]",0.254579498818182,0.254266,0.249659826358051,11000,0.95,0.221974,0.285667,NA,NA,NA,NA,NA,NA,NA
"theta[890]",0.256441463181818,0.2564185,0.256631535937372,11000,0.95,0.225894,0.285199,NA,NA,NA,NA,NA,NA,NA
"theta[891]",0.1381815982,0.1348505,0.132396122169001,11096.5,0.95,0.0719944,0.209029,NA,NA,NA,NA,NA,NA,NA
"theta[892]",0.128554892509091,0.1265195,0.12222977719243,11000,0.95,0.0635704,0.200344,NA,NA,NA,NA,NA,NA,NA
"theta[893]",0.212501424090909,0.2126325,0.212271059484588,11000,0.95,0.164302,0.264077,NA,NA,NA,NA,NA,NA,NA
"theta[894]",0.244689812545455,0.244338,0.243804265104745,11000,0.95,0.202491,0.288378,NA,NA,NA,NA,NA,NA,NA
"theta[895]",0.116754384681818,0.1155605,0.118278006287069,10100.7,0.95,0.0660108,0.171763,NA,NA,NA,NA,NA,NA,NA
"theta[896]",0.208576828936364,0.208742,0.210305405819022,11453.6,0.95,0.145213,0.26694,NA,NA,NA,NA,NA,NA,NA
"theta[897]",0.108615762036364,0.1076735,0.108369985867065,8911,0.95,0.057934,0.159023,NA,NA,NA,NA,NA,NA,NA
"theta[898]",0.1415793582,0.139124,0.135171629334056,11000,0.95,0.0821739,0.205674,NA,NA,NA,NA,NA,NA,NA
"theta[899]",0.305187970363636,0.305033,0.306540996743795,11000,0.95,0.267049,0.343553,NA,NA,NA,NA,NA,NA,NA
"theta[900]",0.126763008736364,0.125243,0.125234304018753,11416.4,0.95,0.0759743,0.176259,NA,NA,NA,NA,NA,NA,NA
"theta[901]",0.269559290818182,0.269038,0.266910250681621,11000,0.95,0.23838,0.303507,NA,NA,NA,NA,NA,NA,NA
"theta[902]",0.253850277636364,0.2534715,0.251909278043295,11000,0.95,0.215482,0.294771,NA,NA,NA,NA,NA,NA,NA
"theta[903]",0.132483695918182,0.130351,0.128255590737054,10124.7,0.95,0.0678994,0.200835,NA,NA,NA,NA,NA,NA,NA
"theta[904]",0.128982509869091,0.126488,0.126518940703174,10935.7,0.95,0.0614826,0.197732,NA,NA,NA,NA,NA,NA,NA
"theta[905]",0.138396177472727,0.135256,0.131505079193365,11000,0.95,0.0727932,0.210201,NA,NA,NA,NA,NA,NA,NA
"theta[906]",0.128503193718182,0.1260055,0.117510313796744,11000,0.95,0.0604517,0.196657,NA,NA,NA,NA,NA,NA,NA
"theta[907]",0.231646268545455,0.231306,0.228738714879089,11000,0.95,0.199553,0.262646,NA,NA,NA,NA,NA,NA,NA
"theta[908]",0.236122879090909,0.235923,0.235841804770997,11000,0.95,0.207367,0.265314,NA,NA,NA,NA,NA,NA,NA
"theta[909]",0.123661003827273,0.121831,0.116039555158125,10299.9,0.95,0.0580262,0.18841,NA,NA,NA,NA,NA,NA,NA
"theta[910]",0.237944622909091,0.2377855,0.238527252483221,11000,0.95,0.199961,0.27574,NA,NA,NA,NA,NA,NA,NA
"theta[911]",0.124938645381818,0.1228955,0.121992119404077,11000,0.95,0.0630407,0.189558,NA,NA,NA,NA,NA,NA,NA
"theta[912]",0.135322257281818,0.1327255,0.129061193021754,11000,0.95,0.0678758,0.203665,NA,NA,NA,NA,NA,NA,NA
"theta[913]",0.239851959545455,0.239623,0.239609048461627,11000,0.95,0.201376,0.280898,NA,NA,NA,NA,NA,NA,NA
"theta[914]",0.1253118115,0.123224,0.121460517967013,10775.9,0.95,0.0621877,0.189475,NA,NA,NA,NA,NA,NA,NA
"theta[915]",0.278023003818182,0.277397,0.273504345307378,10129.6,0.95,0.243727,0.313166,NA,NA,NA,NA,NA,NA,NA
"theta[916]",0.127678643227273,0.1258975,0.120255462846462,11000,0.95,0.0743963,0.182223,NA,NA,NA,NA,NA,NA,NA
"theta[917]",0.251132788181818,0.250973,0.251275753127956,10477.2,0.95,0.206118,0.30279,NA,NA,NA,NA,NA,NA,NA
"theta[918]",0.1411812045,0.1388235,0.135472605940098,10504.3,0.95,0.0850401,0.206371,NA,NA,NA,NA,NA,NA,NA
"theta[919]",0.230998299727273,0.2303845,0.232427267126757,11172.1,0.95,0.168313,0.295855,NA,NA,NA,NA,NA,NA,NA
"theta[920]",0.139760074181818,0.137161,0.12889854867354,10012.8,0.95,0.0716318,0.208082,NA,NA,NA,NA,NA,NA,NA
"theta[921]",0.246926045181818,0.246541,0.244800078265607,10752.9,0.95,0.216334,0.279148,NA,NA,NA,NA,NA,NA,NA
"theta[922]",0.243192961545455,0.2433095,0.244998323740013,9829.4,0.95,0.207968,0.279909,NA,NA,NA,NA,NA,NA,NA
"theta[923]",0.135379232563636,0.132747,0.134607301030102,10747.3,0.95,0.0670561,0.205163,NA,NA,NA,NA,NA,NA,NA
"theta[924]",0.257491569363636,0.2572025,0.256602725426152,11000,0.95,0.227116,0.29105,NA,NA,NA,NA,NA,NA,NA
"theta[925]",0.225226962181818,0.224628,0.223154550473904,10738.1,0.95,0.180085,0.270857,NA,NA,NA,NA,NA,NA,NA
"theta[926]",0.123309811654545,0.121178,0.116454784233423,11000,0.95,0.0594585,0.188582,NA,NA,NA,NA,NA,NA,NA
"theta[927]",0.229903273454545,0.2298175,0.22586427221397,11000,0.95,0.181085,0.278472,NA,NA,NA,NA,NA,NA,NA
"theta[928]",0.255262882,0.2550935,0.25763907556064,11000,0.95,0.211595,0.294646,NA,NA,NA,NA,NA,NA,NA
"theta[929]",0.136003861890909,0.1339935,0.131495384203022,11000,0.95,0.0805762,0.195698,NA,NA,NA,NA,NA,NA,NA
"theta[930]",0.128452013572727,0.126079,0.121831837985083,10607.9,0.95,0.0608471,0.195273,NA,NA,NA,NA,NA,NA,NA
"theta[931]",0.150804844927273,0.1489255,0.144712792920739,9564.2,0.95,0.0949316,0.209738,NA,NA,NA,NA,NA,NA,NA
"theta[932]",0.116634599681818,0.1151125,0.109910327615285,10406.3,0.95,0.0619849,0.171731,NA,NA,NA,NA,NA,NA,NA
"theta[933]",0.242338319818182,0.242263,0.241566359025022,11000,0.95,0.193385,0.290526,NA,NA,NA,NA,NA,NA,NA
"theta[934]",0.293691883818182,0.293351,0.292234891085151,10690.6,0.95,0.262188,0.32592,NA,NA,NA,NA,NA,NA,NA
"theta[935]",0.127679944736364,0.12499,0.118078560308968,10292.5,0.95,0.0608933,0.194163,NA,NA,NA,NA,NA,NA,NA
"theta[936]",0.127686861418182,0.125466,0.117538014091857,11000,0.95,0.0586605,0.194518,NA,NA,NA,NA,NA,NA,NA
"theta[937]",0.242537636545455,0.242325,0.242466689835761,11420.1,0.95,0.20877,0.27579,NA,NA,NA,NA,NA,NA,NA
"theta[938]",0.242282183545455,0.2420585,0.241333263346822,11000,0.95,0.207427,0.279189,NA,NA,NA,NA,NA,NA,NA
"theta[939]",0.262204896636364,0.2617985,0.258703778097931,11000,0.95,0.231943,0.293809,NA,NA,NA,NA,NA,NA,NA
"theta[940]",0.283777059181818,0.28296,0.281826577916937,10503.4,0.95,0.240314,0.330342,NA,NA,NA,NA,NA,NA,NA
"theta[941]",0.243615091181818,0.2432475,0.240236689873578,10609.1,0.95,0.186966,0.302947,NA,NA,NA,NA,NA,NA,NA
"theta[942]",0.270386736090909,0.2703435,0.269744827242306,10694.2,0.95,0.240538,0.300048,NA,NA,NA,NA,NA,NA,NA
"theta[943]",0.142406418754545,0.140425,0.143263009638951,9916.1,0.95,0.0817953,0.204916,NA,NA,NA,NA,NA,NA,NA
"theta[944]",0.135594426663636,0.132835,0.127754325949071,11000,0.95,0.0686347,0.205694,NA,NA,NA,NA,NA,NA,NA
"theta[945]",0.275706824727273,0.275516,0.276421520053228,10630.1,0.95,0.245131,0.308123,NA,NA,NA,NA,NA,NA,NA
"theta[946]",0.153282340209091,0.1511745,0.152888953240008,11000,0.95,0.0966007,0.212966,NA,NA,NA,NA,NA,NA,NA
"theta[947]",0.110310533172727,0.1093965,0.110338529893909,9656.4,0.95,0.0595873,0.159062,NA,NA,NA,NA,NA,NA,NA
"theta[948]",0.265942069363636,0.265756,0.262810918135482,11000,0.95,0.237022,0.294478,NA,NA,NA,NA,NA,NA,NA
"theta[75]-theta[156]",0.119401810663636,0.120923,0.121611863003224,11000,0.95,0.03011,0.2053924,0,99.1818181818182,NA,NA,NA,NA,NA
"theta[75]-theta[159]",-0.0215634542727273,-0.0222025,-0.0233383032438765,11396,0.95,-0.086969,0.041807,0,24.4727272727273,NA,NA,NA,NA,NA
"theta[75]-theta[844]",-0.0221973584545455,-0.022673,-0.0224950685372108,11000,0.95,-0.083804,0.04362,0,23.8090909090909,NA,NA,NA,NA,NA
"theta[156]-theta[159]",-0.140965264936364,-0.143135,-0.147435652900614,10593,0.95,-0.2111563,-0.063372,0,0.0818181818181818,NA,NA,NA,NA,NA
"theta[156]-theta[844]",-0.141599169118182,-0.1439425,-0.147127353683525,10584.9,0.95,-0.2150672,-0.067916,0,0.118181818181818,NA,NA,NA,NA,NA
"theta[159]-theta[844]",-0.000633904181818182,-0.000728000000000006,0.00107108272065792,11000,0.95,-0.039553,0.038781,0,48.6909090909091,NA,NA,NA,NA,NA
"omega[1]-omega[2]",0.00305550809090909,0.00299349999999998,0.00280314018756644,10688.6,0.95,-0.010835,0.017021,0,66.4818181818182,NA,NA,NA,NA,NA
"omega[1]-omega[3]",-0.00355271281818182,-0.00365050000000001,-0.00383675320041775,11000,0.95,-0.017917,0.010348,0,30.5909090909091,NA,NA,NA,NA,NA
"omega[2]-omega[3]",-0.00660822090909091,-0.00657050000000001,-0.00627209241724033,11000,0.95,-0.021106,0.00777700000000001,0,18.9,NA,NA,NA,NA,NA
