"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta[567]",0.145129932963636,0.1419825,0.135269234004189,10250.5,0.95,0.074137,0.216036,NA,NA,NA,NA,NA,NA,NA
"theta[568]",0.250571955272727,0.250509,0.250209612974839,11000,0.95,0.20897,0.293013,NA,NA,NA,NA,NA,NA,NA
"theta[569]",0.232926723181818,0.232699,0.228039258911462,11000,0.95,0.200215,0.26668,NA,NA,NA,NA,NA,NA,NA
"theta[570]",0.128581298663636,0.126035,0.122242105625266,11000,0.95,0.0631217,0.197489,NA,NA,NA,NA,NA,NA,NA
"theta[571]",0.127114983909091,0.1250365,0.11848805019979,11000,0.95,0.0618806,0.194789,NA,NA,NA,NA,NA,NA,NA
"theta[572]",0.236845697363636,0.237123,0.240188368392716,11000,0.95,0.188098,0.288241,NA,NA,NA,NA,NA,NA,NA
"theta[573]",0.308101131818182,0.307937,0.30853581666281,11000,0.95,0.27619,0.339943,NA,NA,NA,NA,NA,NA,NA
"theta[574]",0.237462941272727,0.237306,0.238771355289185,11000,0.95,0.186997,0.284118,NA,NA,NA,NA,NA,NA,NA
"theta[575]",0.134441617454545,0.1325895,0.128953379686608,11000,0.95,0.0812137,0.192293,NA,NA,NA,NA,NA,NA,NA
"theta[576]",0.248841872090909,0.2485675,0.249060138187834,10931.4,0.95,0.207424,0.289736,NA,NA,NA,NA,NA,NA,NA
"theta[577]",0.232659146727273,0.2327735,0.233357136403627,11000,0.95,0.196971,0.268036,NA,NA,NA,NA,NA,NA,NA
"theta[578]",0.124651533963636,0.1226865,0.122457904614282,10610.5,0.95,0.0599525,0.191109,NA,NA,NA,NA,NA,NA,NA
"theta[579]",0.236212481636364,0.235685,0.233872543188274,10501.3,0.95,0.1961,0.27849,NA,NA,NA,NA,NA,NA,NA
"theta[580]",0.244823645181818,0.244457,0.243183510255953,10286,0.95,0.205995,0.285262,NA,NA,NA,NA,NA,NA,NA
"theta[581]",0.123295688836364,0.1209455,0.118192705750594,10475.1,0.95,0.060475,0.193436,NA,NA,NA,NA,NA,NA,NA
"theta[582]",0.1283535082,0.1265685,0.126146701528971,11000,0.95,0.0738335,0.189199,NA,NA,NA,NA,NA,NA,NA
"theta[583]",0.125743525127273,0.1234845,0.120234009648889,11000,0.95,0.0642907,0.196894,NA,NA,NA,NA,NA,NA,NA
"theta[584]",0.127079865009091,0.124685,0.120882823058208,11000,0.95,0.0624901,0.196929,NA,NA,NA,NA,NA,NA,NA
"theta[585]",0.240332375818182,0.239953,0.234634513626215,11000,0.95,0.190907,0.29221,NA,NA,NA,NA,NA,NA,NA
"theta[586]",0.260819164181818,0.2602205,0.260788608752023,11000,0.95,0.203184,0.318919,NA,NA,NA,NA,NA,NA,NA
"theta[587]",0.226156204181818,0.2257855,0.226241900697309,11000,0.95,0.181031,0.271805,NA,NA,NA,NA,NA,NA,NA
"theta[588]",0.275387373909091,0.2749675,0.273002039663905,11460.3,0.95,0.236074,0.317491,NA,NA,NA,NA,NA,NA,NA
"theta[589]",0.129240761218182,0.1265355,0.11975558339247,9939.5,0.95,0.0636333,0.200629,NA,NA,NA,NA,NA,NA,NA
"theta[590]",0.126278980954545,0.124194,0.124994135261473,11000,0.95,0.0567836,0.189486,NA,NA,NA,NA,NA,NA,NA
"theta[591]",0.145707898636364,0.1438055,0.138337891249057,10539.7,0.95,0.0921655,0.201476,NA,NA,NA,NA,NA,NA,NA
"theta[592]",0.147475930863636,0.143567,0.137332603391032,10450.1,0.95,0.0796242,0.220871,NA,NA,NA,NA,NA,NA,NA
"theta[593]",0.122838562609091,0.1207885,0.113790234663839,9973.1,0.95,0.0593742,0.189272,NA,NA,NA,NA,NA,NA,NA
"theta[594]",0.133571720445455,0.131048,0.120582214237584,11000,0.95,0.0670507,0.202994,NA,NA,NA,NA,NA,NA,NA
"theta[595]",0.109897244781818,0.108597,0.108009581870869,10011.2,0.95,0.0604667,0.161081,NA,NA,NA,NA,NA,NA,NA
"theta[596]",0.230134725818182,0.229678,0.22920522036865,11000,0.95,0.188835,0.271307,NA,NA,NA,NA,NA,NA,NA
"theta[597]",0.296111432272727,0.296003,0.298690947547137,11000,0.95,0.262027,0.332693,NA,NA,NA,NA,NA,NA,NA
"theta[598]",0.255256077181818,0.2552655,0.256512259631887,11000,0.95,0.223274,0.288515,NA,NA,NA,NA,NA,NA,NA
"theta[599]",0.274469879181818,0.2741905,0.273238092841552,11681.1,0.95,0.240686,0.309408,NA,NA,NA,NA,NA,NA,NA
"theta[600]",0.236530238,0.2358395,0.236471867336796,11000,0.95,0.173645,0.301682,NA,NA,NA,NA,NA,NA,NA
"theta[601]",0.124801521363636,0.12259,0.116535070610448,10690.6,0.95,0.0588535,0.191549,NA,NA,NA,NA,NA,NA,NA
"theta[602]",0.258274483818182,0.2579255,0.254164453869646,11384.2,0.95,0.215791,0.301793,NA,NA,NA,NA,NA,NA,NA
"theta[603]",0.256334594272727,0.2558745,0.252354937122691,11000,0.95,0.211463,0.302668,NA,NA,NA,NA,NA,NA,NA
"theta[604]",0.138240704627273,0.135172,0.130039623362195,11000,0.95,0.0727762,0.213899,NA,NA,NA,NA,NA,NA,NA
"theta[605]",0.266687762,0.2663795,0.265551395906244,11000,0.95,0.234276,0.298742,NA,NA,NA,NA,NA,NA,NA
"theta[606]",0.228548061818182,0.228387,0.231225673628388,11211.8,0.95,0.180754,0.27698,NA,NA,NA,NA,NA,NA,NA
"theta[607]",0.266212974090909,0.2657585,0.264467604264544,11000,0.95,0.230024,0.302523,NA,NA,NA,NA,NA,NA,NA
"theta[608]",0.247624740181818,0.2473455,0.245691340482318,11000,0.95,0.211609,0.287368,NA,NA,NA,NA,NA,NA,NA
"theta[609]",0.263104438636364,0.2629625,0.2624681502137,11000,0.95,0.231797,0.294594,NA,NA,NA,NA,NA,NA,NA
"theta[610]",0.239051143,0.2388545,0.238517355636321,11000,0.95,0.201815,0.277265,NA,NA,NA,NA,NA,NA,NA
"theta[611]",0.277163961,0.276824,0.278394629852143,11000,0.95,0.242556,0.314211,NA,NA,NA,NA,NA,NA,NA
"theta[612]",0.128739078218182,0.126531,0.120973850305381,10519.5,0.95,0.0655362,0.199079,NA,NA,NA,NA,NA,NA,NA
"theta[613]",0.114475117845455,0.113372,0.116257116758232,10040.9,0.95,0.0563637,0.178699,NA,NA,NA,NA,NA,NA,NA
"theta[614]",0.135840420890909,0.1337865,0.132006299115354,11037.8,0.95,0.0717188,0.203023,NA,NA,NA,NA,NA,NA,NA
"theta[615]",0.129487180109091,0.1267325,0.122864466823145,11000,0.95,0.065016,0.200259,NA,NA,NA,NA,NA,NA,NA
"theta[616]",0.273414549636364,0.272814,0.271005358847957,10613.5,0.95,0.232697,0.312073,NA,NA,NA,NA,NA,NA,NA
"theta[617]",0.246118150636364,0.245909,0.244461270571839,11119.2,0.95,0.215444,0.277312,NA,NA,NA,NA,NA,NA,NA
"theta[618]",0.133031426572727,0.1304995,0.125099224419271,11000,0.95,0.0726706,0.200932,NA,NA,NA,NA,NA,NA,NA
"theta[619]",0.278737441272727,0.278469,0.277221757178297,11000,0.95,0.247045,0.309229,NA,NA,NA,NA,NA,NA,NA
"theta[620]",0.287245199181818,0.2869145,0.286726976390389,11408.1,0.95,0.253854,0.32275,NA,NA,NA,NA,NA,NA,NA
"theta[621]",0.242078199818182,0.2414995,0.240959969285461,11502.7,0.95,0.193399,0.288913,NA,NA,NA,NA,NA,NA,NA
"theta[622]",0.222958950181818,0.2225145,0.220288713957589,11000,0.95,0.179074,0.266977,NA,NA,NA,NA,NA,NA,NA
"theta[623]",0.231844543272727,0.231607,0.230740035280473,10991.7,0.95,0.196987,0.269568,NA,NA,NA,NA,NA,NA,NA
"theta[624]",0.1257550444,0.1234475,0.115540548733567,11000,0.95,0.0595157,0.191909,NA,NA,NA,NA,NA,NA,NA
"theta[625]",0.247103646636364,0.2466075,0.24447957472043,11000,0.95,0.209377,0.286626,NA,NA,NA,NA,NA,NA,NA
"theta[626]",0.255119240818182,0.254281,0.254921578419646,11000,0.95,0.199313,0.313401,NA,NA,NA,NA,NA,NA,NA
"theta[627]",0.233251252545455,0.232889,0.232450497765575,11000,0.95,0.181855,0.288212,NA,NA,NA,NA,NA,NA,NA
"theta[628]",0.247852965,0.247324,0.247297616413158,11000,0.95,0.191987,0.306127,NA,NA,NA,NA,NA,NA,NA
"theta[629]",0.258307157090909,0.257737,0.258216426348817,11000,0.95,0.199866,0.315425,NA,NA,NA,NA,NA,NA,NA
"theta[630]",0.285307873909091,0.2848335,0.284814676469862,11000,0.95,0.247851,0.324238,NA,NA,NA,NA,NA,NA,NA
"theta[631]",0.126958293790909,0.125362,0.12419115964938,11000,0.95,0.066979,0.189151,NA,NA,NA,NA,NA,NA,NA
"theta[632]",0.214129142818182,0.2137385,0.212323064721992,11000,0.95,0.166066,0.26399,NA,NA,NA,NA,NA,NA,NA
"theta[633]",0.162678603490909,0.160503,0.159561240250625,9509.6,0.95,0.106744,0.226432,NA,NA,NA,NA,NA,NA,NA
"theta[634]",0.254820842818182,0.254311,0.251951404395985,11000,0.95,0.216744,0.292574,NA,NA,NA,NA,NA,NA,NA
"theta[635]",0.260862082727273,0.2598945,0.256283919518067,11000,0.95,0.208257,0.315933,NA,NA,NA,NA,NA,NA,NA
"theta[636]",0.238392054181818,0.2383075,0.239079487209723,11000,0.95,0.184695,0.293628,NA,NA,NA,NA,NA,NA,NA
"theta[637]",0.250926628272727,0.2507555,0.250672695467111,10504.4,0.95,0.206849,0.294787,NA,NA,NA,NA,NA,NA,NA
"theta[638]",0.249565467090909,0.249264,0.246754602310808,10543.4,0.95,0.202597,0.297316,NA,NA,NA,NA,NA,NA,NA
"theta[639]",0.145930764645455,0.1425275,0.135184566700916,10066.5,0.95,0.0800223,0.224725,NA,NA,NA,NA,NA,NA,NA
"theta[640]",0.141512757736364,0.139582,0.135043582967302,11000,0.95,0.0874669,0.198241,NA,NA,NA,NA,NA,NA,NA
"theta[641]",0.119688427709091,0.118484,0.11020157373948,11000,0.95,0.0673798,0.171114,NA,NA,NA,NA,NA,NA,NA
"theta[642]",0.218754938636364,0.2182605,0.216923800460971,11000,0.95,0.175895,0.260984,NA,NA,NA,NA,NA,NA,NA
"theta[643]",0.131050027190909,0.128359,0.12414113352784,10669.3,0.95,0.068102,0.201437,NA,NA,NA,NA,NA,NA,NA
"theta[644]",0.261462354909091,0.260699,0.259308051705165,10659.3,0.95,0.212254,0.309663,NA,NA,NA,NA,NA,NA,NA
"theta[645]",0.137947609090909,0.1348965,0.126068519355899,11000,0.95,0.0690001,0.209984,NA,NA,NA,NA,NA,NA,NA
"theta[646]",0.120859581645455,0.119115,0.117979153920836,11000,0.95,0.0575082,0.1809,NA,NA,NA,NA,NA,NA,NA
"theta[647]",0.228510412909091,0.227891,0.22529407959657,11000,0.95,0.192139,0.26698,NA,NA,NA,NA,NA,NA,NA
"theta[648]",0.255454099636364,0.25469,0.249754192444682,11000,0.95,0.200607,0.311581,NA,NA,NA,NA,NA,NA,NA
"theta[649]",0.240910184909091,0.2406905,0.237511527448914,11000,0.95,0.188678,0.294914,NA,NA,NA,NA,NA,NA,NA
"theta[650]",0.262789833363636,0.2618315,0.260919744989162,11000,0.95,0.210974,0.314154,NA,NA,NA,NA,NA,NA,NA
"theta[651]",0.263254436545455,0.2625195,0.25810979588488,11000,0.95,0.205185,0.323749,NA,NA,NA,NA,NA,NA,NA
"theta[652]",0.291357829818182,0.291234,0.292860745216472,11000,0.95,0.251998,0.329644,NA,NA,NA,NA,NA,NA,NA
"theta[653]",0.128806645427273,0.126503,0.121449291451831,11000,0.95,0.0649026,0.199074,NA,NA,NA,NA,NA,NA,NA
"theta[654]",0.128291378954545,0.1256835,0.120336648268468,11000,0.95,0.0651392,0.197054,NA,NA,NA,NA,NA,NA,NA
"theta[655]",0.125468346836364,0.1232575,0.118875109079475,10578.6,0.95,0.064287,0.191519,NA,NA,NA,NA,NA,NA,NA
"theta[656]",0.255589921727273,0.255073,0.255164090802815,11000,0.95,0.207721,0.300456,NA,NA,NA,NA,NA,NA,NA
"theta[657]",0.127178750063636,0.1246045,0.121162552304072,10907,0.95,0.0599145,0.195369,NA,NA,NA,NA,NA,NA,NA
"theta[658]",0.293989342090909,0.293821,0.293386653810135,10324.5,0.95,0.259515,0.329062,NA,NA,NA,NA,NA,NA,NA
"theta[659]",0.128615686363636,0.1263215,0.128517532183231,11000,0.95,0.0628329,0.199796,NA,NA,NA,NA,NA,NA,NA
"theta[660]",0.279629576090909,0.279498,0.277874076797638,11733.9,0.95,0.250022,0.311219,NA,NA,NA,NA,NA,NA,NA
"theta[661]",0.248482823090909,0.248532,0.247445370047449,11000,0.95,0.20586,0.290189,NA,NA,NA,NA,NA,NA,NA
"theta[662]",0.122687342454545,0.120202,0.116657195578754,10617.9,0.95,0.0587565,0.189691,NA,NA,NA,NA,NA,NA,NA
"theta[663]",0.242790096,0.242407,0.241396405719528,11408.3,0.95,0.202264,0.284665,NA,NA,NA,NA,NA,NA,NA
"theta[664]",0.267450046727273,0.2670355,0.268641469317467,11000,0.95,0.231745,0.30217,NA,NA,NA,NA,NA,NA,NA
"theta[665]",0.128465360327273,0.1261165,0.121499895981518,11000,0.95,0.0653393,0.199188,NA,NA,NA,NA,NA,NA,NA
"theta[666]",0.234765154272727,0.2345145,0.230744700050551,11000,0.95,0.188382,0.282406,NA,NA,NA,NA,NA,NA,NA
"theta[667]",0.246467640363636,0.246365,0.247101557734805,11000,0.95,0.204473,0.290712,NA,NA,NA,NA,NA,NA,NA
"theta[668]",0.270065580363636,0.2692975,0.268216636207176,11302.9,0.95,0.220069,0.322014,NA,NA,NA,NA,NA,NA,NA
"theta[669]",0.244265944,0.2434355,0.248692366096002,11000,0.95,0.186117,0.299386,NA,NA,NA,NA,NA,NA,NA
"theta[670]",0.127623408027273,0.1251305,0.121708670572758,11000,0.95,0.0640118,0.19711,NA,NA,NA,NA,NA,NA,NA
"theta[671]",0.246048646181818,0.2457835,0.245077351460129,11000,0.95,0.202223,0.290988,NA,NA,NA,NA,NA,NA,NA
"theta[672]",0.123743953618182,0.1220705,0.122556759523063,11000,0.95,0.0602933,0.18905,NA,NA,NA,NA,NA,NA,NA
"theta[673]",0.277455584818182,0.277187,0.276797273403617,11000,0.95,0.247577,0.309938,NA,NA,NA,NA,NA,NA,NA
"theta[674]",0.249682347090909,0.2496155,0.249323512512346,11000,0.95,0.205439,0.291136,NA,NA,NA,NA,NA,NA,NA
"theta[675]",0.246184180818182,0.2456215,0.247216231467074,11000,0.95,0.188412,0.304224,NA,NA,NA,NA,NA,NA,NA
"theta[676]",0.132229067836364,0.129848,0.127018195802125,10686,0.95,0.0684878,0.20223,NA,NA,NA,NA,NA,NA,NA
"theta[677]",0.237727638,0.237051,0.234179265313558,10233,0.95,0.195557,0.280459,NA,NA,NA,NA,NA,NA,NA
"theta[678]",0.215270184454545,0.215146,0.214566495164522,11000,0.95,0.184348,0.245816,NA,NA,NA,NA,NA,NA,NA
"theta[679]",0.249018950090909,0.2481055,0.245056486220912,10239.4,0.95,0.19447,0.309309,NA,NA,NA,NA,NA,NA,NA
"theta[680]",0.255691675454545,0.2555225,0.255347394211712,11000,0.95,0.230206,0.284477,NA,NA,NA,NA,NA,NA,NA
"theta[681]",0.227358864,0.227312,0.228589222863924,10200.6,0.95,0.194111,0.259657,NA,NA,NA,NA,NA,NA,NA
"theta[682]",0.129239478536364,0.1267155,0.122701381382467,10831.7,0.95,0.061415,0.195879,NA,NA,NA,NA,NA,NA,NA
"theta[683]",0.242127729636364,0.241772,0.239934308159537,11000,0.95,0.211873,0.272297,NA,NA,NA,NA,NA,NA,NA
"theta[684]",0.126546788018182,0.124712,0.125326309500332,9647.5,0.95,0.0657619,0.194234,NA,NA,NA,NA,NA,NA,NA
"theta[685]",0.257472712272727,0.256538,0.252044820226395,11000,0.95,0.200539,0.316833,NA,NA,NA,NA,NA,NA,NA
"theta[686]",0.253189248545455,0.252274,0.249933706986978,11000,0.95,0.199081,0.309704,NA,NA,NA,NA,NA,NA,NA
"theta[687]",0.128856044427273,0.126276,0.12526731061822,11000,0.95,0.0619404,0.198541,NA,NA,NA,NA,NA,NA,NA
"theta[688]",0.278779272181818,0.2782265,0.277773702162444,11000,0.95,0.236851,0.320031,NA,NA,NA,NA,NA,NA,NA
"theta[689]",0.221358937272727,0.221084,0.221178359044587,10649,0.95,0.182282,0.261156,NA,NA,NA,NA,NA,NA,NA
"theta[690]",0.129634040590909,0.1271225,0.118477199933602,11655,0.95,0.0600357,0.196299,NA,NA,NA,NA,NA,NA,NA
"theta[691]",0.135367858872727,0.13284,0.130528783942049,11000,0.95,0.0691487,0.205096,NA,NA,NA,NA,NA,NA,NA
"theta[692]",0.245995583363636,0.245668,0.245751246319694,10657.5,0.95,0.193228,0.297572,NA,NA,NA,NA,NA,NA,NA
"theta[693]",0.271607049545455,0.2713155,0.271230135887781,11000,0.95,0.241617,0.302299,NA,NA,NA,NA,NA,NA,NA
"theta[694]",0.260574149181818,0.259936,0.256874758612165,11000,0.95,0.202847,0.31704,NA,NA,NA,NA,NA,NA,NA
"theta[695]",0.287708837818182,0.286988,0.285840358049485,11053.8,0.95,0.251716,0.325004,NA,NA,NA,NA,NA,NA,NA
"theta[696]",0.268173212363636,0.2678485,0.268318406238305,11502.6,0.95,0.234511,0.302921,NA,NA,NA,NA,NA,NA,NA
"theta[697]",0.239774778090909,0.2393795,0.237674384503848,11902.9,0.95,0.192939,0.2863,NA,NA,NA,NA,NA,NA,NA
"theta[698]",0.237582560818182,0.2368305,0.236300955749371,11000,0.95,0.170636,0.302851,NA,NA,NA,NA,NA,NA,NA
"theta[699]",0.242324083818182,0.242253,0.241718014857159,11000,0.95,0.209176,0.277217,NA,NA,NA,NA,NA,NA,NA
"theta[700]",0.275675388454545,0.275007,0.26946636471199,11000,0.95,0.23483,0.322283,NA,NA,NA,NA,NA,NA,NA
"theta[701]",0.257948139636364,0.2577645,0.25509530909478,11000,0.95,0.219147,0.29595,NA,NA,NA,NA,NA,NA,NA
"theta[702]",0.255585606090909,0.2549115,0.254257667594699,10607.8,0.95,0.206261,0.30389,NA,NA,NA,NA,NA,NA,NA
"theta[703]",0.151990369763636,0.148941,0.14079807811631,10489.8,0.95,0.0926739,0.222749,NA,NA,NA,NA,NA,NA,NA
"theta[704]",0.127442915345455,0.125332,0.121900611556981,11000,0.95,0.0609672,0.193588,NA,NA,NA,NA,NA,NA,NA
"theta[705]",0.312839425727273,0.312618,0.312206273266705,10631.4,0.95,0.278227,0.348514,NA,NA,NA,NA,NA,NA,NA
"theta[706]",0.288329050727273,0.288016,0.287433078922025,11000,0.95,0.258553,0.321643,NA,NA,NA,NA,NA,NA,NA
"theta[707]",0.242628980181818,0.2424585,0.245033391023234,11000,0.95,0.207062,0.278421,NA,NA,NA,NA,NA,NA,NA
"theta[708]",0.1245082165,0.122072,0.117783643758953,10202.3,0.95,0.06153,0.194955,NA,NA,NA,NA,NA,NA,NA
"theta[709]",0.260539857545455,0.259931,0.25654207852496,11000,0.95,0.202046,0.317477,NA,NA,NA,NA,NA,NA,NA
"theta[710]",0.245373990909091,0.244775,0.241373392326845,11000,0.95,0.192023,0.300301,NA,NA,NA,NA,NA,NA,NA
"theta[711]",0.276453968545455,0.276239,0.276122341674976,11000,0.95,0.246638,0.307155,NA,NA,NA,NA,NA,NA,NA
"theta[712]",0.240441052181818,0.2401115,0.236448017089393,11000,0.95,0.194883,0.283798,NA,NA,NA,NA,NA,NA,NA
"theta[713]",0.256578905909091,0.256193,0.256943779203267,11000,0.95,0.217017,0.294953,NA,NA,NA,NA,NA,NA,NA
"theta[714]",0.126021210690909,0.12379,0.120168047430379,10658.3,0.95,0.0624875,0.194735,NA,NA,NA,NA,NA,NA,NA
"theta[715]",0.247563870454545,0.247454,0.248772901189583,12971.4,0.95,0.205818,0.291401,NA,NA,NA,NA,NA,NA,NA
"theta[716]",0.236702292090909,0.2359495,0.233633643851362,10577,0.95,0.188764,0.284746,NA,NA,NA,NA,NA,NA,NA
"theta[717]",0.237481688,0.236375,0.230069220913213,11000,0.95,0.170181,0.304324,NA,NA,NA,NA,NA,NA,NA
"theta[718]",0.214338170545455,0.2142445,0.213096353025011,10305.9,0.95,0.174709,0.255863,NA,NA,NA,NA,NA,NA,NA
"theta[719]",0.136840222245455,0.133833,0.12834948277291,11000,0.95,0.0728628,0.204364,NA,NA,NA,NA,NA,NA,NA
"theta[720]",0.260330284909091,0.2601255,0.259933630530011,11000,0.95,0.230435,0.290648,NA,NA,NA,NA,NA,NA,NA
"theta[721]",0.288619265727273,0.2883845,0.288844304696059,11000,0.95,0.255856,0.319814,NA,NA,NA,NA,NA,NA,NA
"theta[722]",0.128805076127273,0.1261875,0.122178988896788,9086.2,0.95,0.0637203,0.199273,NA,NA,NA,NA,NA,NA,NA
"theta[723]",0.125608542563636,0.123391,0.119250870757678,11000,0.95,0.062909,0.195666,NA,NA,NA,NA,NA,NA,NA
"theta[724]",0.256808102909091,0.2566115,0.255711644362527,11000,0.95,0.226838,0.28759,NA,NA,NA,NA,NA,NA,NA
"theta[725]",0.128767766772727,0.126408,0.12503718694082,11000,0.95,0.0631019,0.199214,NA,NA,NA,NA,NA,NA,NA
"theta[726]",0.248890772545455,0.248169,0.244695571130269,11000,0.95,0.196656,0.304337,NA,NA,NA,NA,NA,NA,NA
"theta[727]",0.234071577545455,0.234052,0.234926185834036,11000,0.95,0.193709,0.271334,NA,NA,NA,NA,NA,NA,NA
"theta[728]",0.233518565545455,0.233407,0.235216373183141,11000,0.95,0.204386,0.263884,NA,NA,NA,NA,NA,NA,NA
"theta[729]",0.217863875181818,0.2177595,0.220275622887165,11000,0.95,0.165686,0.277273,NA,NA,NA,NA,NA,NA,NA
"theta[730]",0.249132163090909,0.2492205,0.249825923449611,11000,0.95,0.222403,0.276414,NA,NA,NA,NA,NA,NA,NA
"theta[731]",0.128111666127273,0.125887,0.11608050495881,11000,0.95,0.0614588,0.195678,NA,NA,NA,NA,NA,NA,NA
"theta[732]",0.266374903181818,0.2659175,0.267634961341536,11000,0.95,0.213243,0.318082,NA,NA,NA,NA,NA,NA,NA
"theta[733]",0.250744796454545,0.2501945,0.249343004176502,11000,0.95,0.191588,0.307722,NA,NA,NA,NA,NA,NA,NA
"theta[734]",0.126146850163636,0.1237525,0.11964994508768,11000,0.95,0.0584337,0.191941,NA,NA,NA,NA,NA,NA,NA
"theta[735]",0.279568781181818,0.2792185,0.277584260762465,11000,0.95,0.249665,0.309995,NA,NA,NA,NA,NA,NA,NA
"theta[736]",0.276656285909091,0.276578,0.277009872933161,10528.6,0.95,0.248122,0.307503,NA,NA,NA,NA,NA,NA,NA
"theta[737]",0.232005874545455,0.2318995,0.232267000160565,11331.5,0.95,0.198592,0.262768,NA,NA,NA,NA,NA,NA,NA
"theta[738]",0.126201237636364,0.1240735,0.124097687885864,10326.2,0.95,0.0603974,0.193902,NA,NA,NA,NA,NA,NA,NA
"theta[739]",0.243225290454545,0.242887,0.242266124871435,11000,0.95,0.199989,0.289739,NA,NA,NA,NA,NA,NA,NA
"theta[740]",0.112118537654545,0.110783,0.108492251828158,11000,0.95,0.062515,0.158388,NA,NA,NA,NA,NA,NA,NA
"theta[741]",0.127377367454545,0.125045,0.121716863526024,10496.8,0.95,0.0639605,0.198627,NA,NA,NA,NA,NA,NA,NA
"theta[742]",0.287006927636364,0.286856,0.287305569299399,10055.9,0.95,0.25853,0.316587,NA,NA,NA,NA,NA,NA,NA
"theta[743]",0.247840609454545,0.2474815,0.243745156643461,10350.7,0.95,0.211393,0.283365,NA,NA,NA,NA,NA,NA,NA
"theta[744]",0.27233842,0.2719115,0.271464823093154,11000,0.95,0.236781,0.310532,NA,NA,NA,NA,NA,NA,NA
"theta[745]",0.235949475818182,0.235884,0.235538563751242,11000,0.95,0.185678,0.282567,NA,NA,NA,NA,NA,NA,NA
"theta[746]",0.242118337272727,0.241863,0.238730065497397,11000,0.95,0.209066,0.275436,NA,NA,NA,NA,NA,NA,NA
"theta[747]",0.256559515727273,0.2561615,0.254995078497504,11433.4,0.95,0.212035,0.298899,NA,NA,NA,NA,NA,NA,NA
"theta[748]",0.238612586454545,0.238508,0.235505798314468,11000,0.95,0.192791,0.283266,NA,NA,NA,NA,NA,NA,NA
"theta[749]",0.267775774818182,0.267498,0.266748949254784,11609.5,0.95,0.236143,0.302022,NA,NA,NA,NA,NA,NA,NA
"theta[750]",0.139756295227273,0.136684,0.134483274163491,11000,0.95,0.0687832,0.209868,NA,NA,NA,NA,NA,NA,NA
"theta[751]",0.239061688363636,0.2378025,0.234559908045114,10640.7,0.95,0.172976,0.306446,NA,NA,NA,NA,NA,NA,NA
"theta[752]",0.125788553136364,0.1236235,0.122533570221608,11000,0.95,0.0637001,0.196761,NA,NA,NA,NA,NA,NA,NA
"theta[753]",0.230788088818182,0.230607,0.231940128067534,11000,0.95,0.193096,0.266733,NA,NA,NA,NA,NA,NA,NA
"theta[754]",0.104696881390909,0.10362,0.0980609440400104,8790.7,0.95,0.0565219,0.153793,NA,NA,NA,NA,NA,NA,NA
"theta[755]",0.124607997354545,0.1223675,0.11700053584451,10473.6,0.95,0.0641566,0.190294,NA,NA,NA,NA,NA,NA,NA
"theta[756]",0.136766378590909,0.133789,0.126601439402761,11979.7,0.95,0.070432,0.211839,NA,NA,NA,NA,NA,NA,NA
"theta[757]",0.141562874490909,0.138585,0.133863814665531,10695.5,0.95,0.0775642,0.210206,NA,NA,NA,NA,NA,NA,NA
"theta[758]",0.250255165,0.250137,0.251661158053503,11014.9,0.95,0.212593,0.288831,NA,NA,NA,NA,NA,NA,NA
"theta[759]",0.249811789454545,0.249821,0.25142166694441,11498.4,0.95,0.220954,0.278396,NA,NA,NA,NA,NA,NA,NA
"theta[760]",0.133021079545455,0.13022,0.124353580243809,10944.5,0.95,0.0694779,0.20209,NA,NA,NA,NA,NA,NA,NA
"theta[761]",0.261060681909091,0.2601685,0.25740677392163,10515.2,0.95,0.202859,0.317707,NA,NA,NA,NA,NA,NA,NA
"theta[762]",0.242327460636364,0.2421285,0.242595031816514,11000,0.95,0.196501,0.288682,NA,NA,NA,NA,NA,NA,NA
"theta[763]",0.261331328363636,0.260821,0.258799168596904,11749.7,0.95,0.225828,0.297574,NA,NA,NA,NA,NA,NA,NA
"theta[764]",0.136881294036364,0.1342195,0.132168000173274,11000,0.95,0.070568,0.209188,NA,NA,NA,NA,NA,NA,NA
"theta[765]",0.263828186,0.263591,0.263403131105433,11000,0.95,0.23455,0.29317,NA,NA,NA,NA,NA,NA,NA
"theta[766]",0.248496244727273,0.2477625,0.245376650421631,11000,0.95,0.203384,0.295216,NA,NA,NA,NA,NA,NA,NA
"theta[767]",0.126538026581818,0.1239255,0.118176981306414,10043,0.95,0.0625311,0.19495,NA,NA,NA,NA,NA,NA,NA
"theta[768]",0.127558244445455,0.1246495,0.116859838116881,10479.8,0.95,0.0605454,0.196183,NA,NA,NA,NA,NA,NA,NA
"theta[769]",0.227670716090909,0.2275185,0.228325334036433,11000,0.95,0.177419,0.281469,NA,NA,NA,NA,NA,NA,NA
"theta[770]",0.262992759909091,0.262033,0.259581312302522,11000,0.95,0.206313,0.320892,NA,NA,NA,NA,NA,NA,NA
"theta[771]",0.288567805363636,0.2881545,0.287618549504699,11000,0.95,0.250825,0.330709,NA,NA,NA,NA,NA,NA,NA
"theta[772]",0.298522239818182,0.29804,0.294997774691806,10812.5,0.95,0.25907,0.337188,NA,NA,NA,NA,NA,NA,NA
